College Code,College Name,Branch Name,OC Boys,OC Girls,EWS Boys,EWS Girls,SC Boys,SC Girls,ST Boys,ST Girls,BC-A Boys,BC-A Girls,BC-B Boys,BC-B Girls,BC-C Boys,BC-C Girls,BC-D Boys,BC-D Girls,BC-E Boys,BC-E Girls
"SISG","SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",49599,44219,63390,74109,97173,110437,134478,142636,77531,NA,67810,78488,NA,NA,NA,NA,NA,141362
"BOMA","BOMMA INST OF TECHNOLOGY AND SCI KHAMMAM","ELECTRONICS AND COMMUNICATION ENGINEERING",49700,114068,NA,NA,169192,154188,157445,152758,NA,158504,133467,166922,NA,NA,NA,NA,NA,177463
"KGRH","KG REDDY COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS MOINABAD","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",49732,34306,48094,55204,132874,150103,141599,147540,105802,109936,73924,73064,NA,66321,69609,57731,79271,101960
"JMTS","JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS KARIMNAGAR","ELECTRICAL AND ELECTRONICS ENGINEERING",50096,68834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SBIT","SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY AUTONOMOUS KHAMMAM","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",50118,65787,77271,106469,149796,146315,151155,149141,91397,107419,110829,101667,NA,NA,NA,96281,86295,78908
"ANRK","ANURAG ENGINEERING COLLEGE AUTONOMOUS KODAD","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",50527,40580,66792,76782,152769,138759,127044,154160,105192,69433,73777,74053,NA,NA,71346,70663,114565,140876
"SPEC","ST PETERS ENGINEERING COLLEGE AUTONOMOUS MEDCHAL","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",50659,NA,54411,64764,145531,141495,144938,153374,91309,93960,68107,70290,55940,NA,58190,57897,115586,NA
"JNTS","JNTUH UNIVERSITY COLLEGE OF ENGINEERING SULTANPUR SULTANPUR","MECHANICAL ENGINEERING",50768,54682,103399,NA,116410,131129,87256,141239,122753,114033,66680,84290,73624,NA,68854,87037,125369,NA
"NRCM","NARSIMHAREDDY ENGINEERING COLLEGE AUTONOMOUS MAISAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",50808,50962,56952,65005,148524,144809,151770,152110,103671,98875,72159,72746,71386,70086,66939,70044,111079,128135
"JNTS","JNTUH UNIVERSITY COLLEGE OF ENGINEERING SULTANPUR SULTANPUR","CIVIL ENGINEERING",50840,43696,109206,131765,120026,122289,103023,102768,85597,72388,56367,65387,89395,106804,54542,60266,68865,86871
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","INFORMATION TECHNOLOGY",51034,57159,51970,55179,145127,145484,144765,152099,106222,106624,72657,72127,NA,NA,67875,69424,86022,NA
"VBIT","VIGNAN BHARATI INSTITUTE OF TECHNOLOGY AUTONOMOUS GHATKESAR","CIVIL ENGINEERING",51064,57885,74708,NA,127246,136849,120415,147715,94202,NA,84410,83429,NA,NA,70506,NA,NA,NA
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS AUTONOMOUS IBRAHIMPATAN","ELECTRONICS AND COMMUNICATION ENGINEERING",51089,39778,43248,49276,152798,129453,100508,126852,92176,104104,57295,62221,59741,NA,57477,56779,94583,140998
"CMRN","CMR ENGG COLLEGE AUTONOMOUS KANDLAKOYA","ELECTRONICS AND COMMUNICATION ENGINEERING",51269,44062,44488,52827,128765,136508,124618,144313,84625,80962,58300,58846,NA,NA,52952,52236,87088,143242
"NRCM","NARSIMHAREDDY ENGINEERING COLLEGE AUTONOMOUS MAISAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING",51287,47266,57441,56485,164997,137996,150521,152786,108110,100303,71505,73575,112365,137130,71572,76455,111867,125157
"SPEC","ST PETERS ENGINEERING COLLEGE AUTONOMOUS MEDCHAL","COMPUTER SCIENCE AND ENGINEERING",51445,46627,50455,55378,145964,138580,149680,157196,94100,103115,68987,78289,73780,60721,59286,60830,106147,118689
"TKRC","T K R COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS MIRPET","ELECTRONICS AND COMMUNICATION ENGINEERING",51454,55806,57963,67579,148197,148936,140958,146461,109203,117177,67731,76360,NA,NA,80003,74211,119570,132362
"MLRD","MALLA REDDY COLLEGE OF ENGG TECHNOLOGY AUTONOMOUS MYSAMMAGUDA","ELECTRICAL AND ELECTRONICS ENGINEERING",51673,NA,51443,NA,90740,142984,98358,NA,90034,109805,71736,69241,NA,NA,60683,87562,114176,NA
"SPHN","SPHOORTHY ENGINEERING COLLEGE AUTONOMOUS NADERGUL","COMPUTER SCIENCE AND ENGINEERING",51700,50616,55256,59994,140473,145337,146293,150887,109703,96242,74928,67941,80058,67728,69426,81754,89850,90050
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","ELECTRONICS AND COMMUNICATION ENGINEERING",51706,NA,55992,64915,146645,147821,128807,154007,117885,114529,76092,83686,NA,NA,76034,75718,120705,NA
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND INFORMATION TECHNOLOGY",51826,51950,50168,63859,141608,148526,124582,147192,100664,100452,69427,76839,67053,NA,70765,69634,109421,122315
"KGRH","KG REDDY COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS MOINABAD","COMPUTER SCIENCE AND ENGINEERING",52456,47698,56765,62091,149878,128484,128075,152236,100241,103995,77096,79991,110790,NA,72246,63596,78022,85498
"SISG","SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",52534,58658,65745,73487,120238,111874,138382,122606,105329,98820,84172,86219,NA,NA,73723,75666,99886,NA
"WITS","WARANGAL INST OF TECHNOLOGY SCIENCE WARANGAL","COMPUTER SCIENCE AND ENGINEERING",52846,65476,75824,91390,150940,150015,141941,137975,NA,NA,109577,112276,NA,NA,95945,89509,NA,118280
"AVNI","AVN INST OF ENGG TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","COMPUTER SCIENCE AND ENGINEERING",52851,48495,59623,63035,114142,114807,126473,147663,96981,100776,77478,74628,60936,NA,71340,72689,101095,114940
"BVRI","B V RAJU INSTITUTE OF TECHNOLOGY NARSAPUR","BIOMEDICAL ENGINEERING",52890,48111,53446,60723,149562,114824,120425,149748,78655,NA,82369,59783,NA,NA,88559,69652,78928,NA
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS AUTONOMOUS IBRAHIMPATAN","ELECTRICAL AND ELECTRONICS ENGINEERING",52983,67642,72167,73143,147002,146342,111456,148601,135823,127283,87187,90256,NA,71271,77450,81028,144458,NA
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","ELECTRONICS AND COMMUNICATION ENGINEERING",53024,47771,54500,63748,144670,148887,120269,149000,120882,109990,80343,77063,65830,NA,70935,68454,122502,NA
"NNRG","NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",53117,41006,51022,57655,137809,143991,147232,150545,83620,112572,69358,72557,106259,NA,66064,67246,92675,98510
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY AUTONOMOUS BANDLAGUDA","INFORMATION TECHNOLOGY",53190,51822,54712,58730,146843,145449,151126,150523,115301,55941,71831,64002,NA,NA,77791,69230,64690,NA
"JNTM","JNTUH UNIVERSITY COLLEGE OF ENGG MANTHANI MANTHANI","ELECTRICAL AND ELECTRONICS ENGINEERING",53352,69329,119127,NA,154824,152308,142066,135167,149535,129632,97664,93088,NA,NA,90705,87180,109622,129092
"SPEC","ST PETERS ENGINEERING COLLEGE AUTONOMOUS MEDCHAL","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",53377,51636,53793,58917,143089,148295,146966,158551,101617,102010,75197,80295,82948,NA,67891,65477,114040,108430
"METH","METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS ABIDS","COMPUTER SCIENCE AND ENGG ARTIFICIAL INTELLIGENCE",53677,61960,60666,82441,146779,146914,156343,NA,149206,139671,89098,90628,NA,97778,83344,97266,63824,75373
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",53721,58098,75335,89372,143821,152661,149117,157466,115108,147205,90056,85176,NA,NA,87916,83862,111370,153932
"MRTN","ST MARTINS ENGINEERING COLLEGE AUTONOMOUS DHULAPALLY","ELECTRONICS AND COMMUNICATION ENGINEERING",53754,57969,56900,60550,145740,149924,147111,152945,109697,116169,91426,77104,NA,69190,72981,73606,120657,130380
"JNTR","JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA SIRCILLA AGRAHARAM RAJANNA SIRCILLA","ELECTRONICS AND COMMUNICATION ENGINEERING",53891,52485,108669,108791,137572,138838,155263,144612,92717,108269,81917,73631,NA,NA,80461,76498,111278,NA
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY AUTONOMOUS BANDLAGUDA","ELECTRONICS AND COMMUNICATION ENGINEERING",53993,54484,62203,77038,153496,152520,145824,151973,120912,121948,85124,85054,70366,NA,79532,70610,149412,64101
"SISG","SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING",54024,48145,64127,71456,103105,105562,115751,111942,86755,87369,77523,73827,88689,NA,73452,74044,74306,134634
"MLRD","MALLA REDDY COLLEGE OF ENGG TECHNOLOGY AUTONOMOUS MYSAMMAGUDA","MECHANICAL ENGINEERING",54050,NA,59029,131158,145950,148501,118653,151450,111284,143127,93353,NA,NA,NA,NA,120882,103018,NA
"KGRH","KG REDDY COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS MOINABAD","ELECTRONICS AND COMMUNICATION ENGINEERING",54123,55895,59775,71577,148480,154827,149447,148107,128632,120968,77986,82423,73847,NA,85687,65373,108891,NA
"SRYS","SREYAS INST OF ENGG AND TECHNOLOGY AUTONOMOUS NAGOLE","MECHANICAL ENGINEERING",54273,130193,87227,NA,146317,152124,147375,NA,129857,NA,112213,142618,NA,NA,NA,NA,123654,NA
"MREM","MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES AUTONOMOUS MEDCHAL","ELECTRICAL AND ELECTRONICS ENGINEERING",54339,NA,72554,80882,131738,151106,146128,NA,79533,117269,82366,113576,NA,NA,99577,NA,119656,NA
"HITM","HYDERABAD INST OF TECHNOLOGY AND MGMT AUTONOMOUS MEDCHAL","MECHANICAL ENGINEERING",54418,NA,64909,145693,143908,147168,144568,NA,119841,NA,78351,115135,NA,NA,78982,NA,77566,NA
"SPEC","ST PETERS ENGINEERING COLLEGE AUTONOMOUS MEDCHAL","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",54446,48383,54419,55250,114577,74188,137437,156435,101328,102274,70332,74909,56594,NA,68182,69838,93218,77523
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS YENKAPALLY","ELECTRICAL AND ELECTRONICS ENGINEERING",54730,NA,88052,82724,146820,148862,90020,NA,122403,NA,99420,97830,NA,NA,85998,84817,NA,NA
"VBIT","VIGNAN BHARATI INSTITUTE OF TECHNOLOGY AUTONOMOUS GHATKESAR","ELECTRICAL AND ELECTRONICS ENGINEERING",54730,55997,69454,76789,139320,148353,135491,150722,115800,143879,77133,72506,NA,NA,67424,64110,105900,NA
"VGNT","VIGNAN INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS DESHMUKHI","ELECTRONICS AND COMMUNICATION ENGINEERING",54810,49399,49496,55263,146228,152428,151500,158529,107422,106184,68127,73861,66522,NA,67387,70354,105129,121445
"ESUT","EARTH SCIENCES UNIV OF TELANGANA FORMERLY K U COLLEGE OF ENGG KOTHAGUDEM KOTHAGUDEM","COMPUTER SCIENCE AND ENGINEERING",54836,49630,86627,129418,96061,95417,73464,77061,97524,145905,70705,82022,NA,NA,60940,71648,NA,NA
"KPRT","KOMMURI PRATAP REDDY INST OF TECHNOLOGY AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",54924,55473,62814,64452,141051,145131,158419,161745,110051,104075,72531,82724,81300,75396,72196,78354,122795,140160
"NRCM","NARSIMHAREDDY ENGINEERING COLLEGE AUTONOMOUS MAISAMMAGUDA","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",54958,58779,58889,62269,144309,158147,146542,154540,104812,116326,74090,79976,58587,NA,84172,77514,112971,103920
"SISG","SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING IOT",55228,NA,88699,100339,121477,121546,136321,88493,116525,119659,91430,93063,NA,NA,89502,83398,118881,150194
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",55395,45070,43692,45107,123974,129905,120321,148414,95910,87880,67344,63188,NA,64484,56983,59565,61109,130919
"MLID","M L R INSTITUTE OF TECHNOLOGY AUTONOMOUS DUNDIGAL","MECHANICAL ENGINEERING",55564,82169,56369,80227,132546,154961,139286,NA,118755,NA,65807,118253,NA,NA,74130,NA,97418,NA
"SBIT","SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY AUTONOMOUS KHAMMAM","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",55661,41231,79289,90332,147940,98775,148624,108333,74779,71049,85542,81652,NA,87916,76294,68604,71837,64993
"VBIT","VIGNAN BHARATI INSTITUTE OF TECHNOLOGY AUTONOMOUS GHATKESAR","MECHANICAL ENGINEERING",55663,69142,NA,138551,134912,146756,141635,NA,NA,121583,89034,135282,NA,NA,86194,NA,119600,NA
"AVNI","AVN INST OF ENGG TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",56031,61963,64665,72748,150160,149384,148494,159205,114379,116537,88767,93567,69668,79648,81607,75522,115719,NA
"TKRC","T K R COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS MIRPET","INFORMATION TECHNOLOGY",56042,52859,49517,56711,142565,144177,126284,150377,94997,104288,72366,71043,NA,62535,70595,63331,88000,127529
"JNWN","JNTUH UNIVERSITY COLLEGE OF ENGINEERING WANAPARTHY NARSINGAYAPALLY VILLAGE","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",56131,59609,117407,127286,170310,157795,142694,160875,124110,NA,100848,89579,NA,NA,77937,78788,153132,76750
"KPRT","KOMMURI PRATAP REDDY INST OF TECHNOLOGY AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING",56198,56376,59730,69874,148024,149958,152476,159944,115896,114823,79189,80040,124733,110546,77447,84951,116680,137989
"JNPL","JNTUH UNIVERSITY COLLEGE OF ENGINEERING PALAIR PALAIR","COMPUTER SCIENCE AND ENGINEERING",56434,52461,122197,103828,141451,110869,107713,100333,128002,124112,72974,74719,NA,NA,86285,86456,NA,134493
"KNRR","KASIREDDY NARAYANAREDDY COLL ENGG RES AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",56814,54062,83337,92331,130109,109509,147548,NA,100249,NA,95211,78451,NA,92656,82595,94648,136242,NA
"SISG","SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",56834,55082,65629,73754,110909,107149,138881,122329,93912,94009,77256,83179,120020,NA,71262,70457,70774,78609
"METH","METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS ABIDS","ELECTRONICS AND COMMUNICATION ENGINEERING",56903,48733,63299,77728,152170,152062,153802,159772,120857,137771,100716,94717,NA,NA,79690,82885,102931,135144
"ARJN","ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE AUTONOMOUS BATASINGARAM","COMPUTER SCIENCE AND ENGINEERING",56930,50360,55996,73015,146902,147372,149443,NA,114024,133717,80746,96143,84086,80421,81821,82942,102965,NA
"TKEM","TEEGALA KRISHNA REDDY ENGINEERING COLLEGE AUTONOMOUS MIRPET","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",57114,55998,52610,54782,137688,137221,149122,149731,89647,112165,73265,65789,NA,NA,69931,60284,102289,NA
"SRYS","SREYAS INST OF ENGG AND TECHNOLOGY AUTONOMOUS NAGOLE","ELECTRONICS AND COMMUNICATION ENGINEERING",57144,36718,41351,48074,145355,117246,138435,146158,83889,119378,56122,69327,54005,NA,62679,NA,NA,127725
"AITH","ANNAMACHARYA INST OF TECHNOLOGY AND SCI AUTONOMOUS HAYATHNAGAR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",57154,60111,83154,88751,141047,NA,135858,157354,133650,136471,101092,111430,NA,NA,96550,92619,122370,NA
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","ELECTRICAL AND ELECTRONICS ENGINEERING",57221,100721,87175,125787,151944,157750,146421,NA,NA,NA,113391,NA,NA,NA,114771,113893,NA,NA
"METH","METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS ABIDS","CIVIL ENGINEERING",57304,50059,68813,122281,145906,157147,147790,NA,127551,92674,NA,132421,NA,NA,110281,NA,80884,NA
"ANUG","ANURAG UNIVERSITY FORMERLY ANURAG GRP OF INSTNS CVSR COLL OF ENGG GHATKESAR","MECHANICAL ENGINEERING",57470,88140,55178,107438,146431,161793,116974,149486,110716,NA,79722,116454,NA,NA,83554,95351,118023,NA
"JNMB","JNTUH UNIVERSITY COLLEGE OF ENGINEERING MAHABUBABAD MAHABUBABAD","COMPUTER SCIENCE AND ENGINEERING",58351,49012,121872,NA,147584,156396,128929,129519,112692,141210,71102,74831,NA,65340,64964,72148,103944,NA
"MLRS","MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT AUTONOMOUS DUNDIGAL","ELECTRICAL AND ELECTRONICS ENGINEERING",58474,56700,64710,73652,NA,146863,146252,NA,118711,146857,74703,85375,NA,NA,70518,NA,129397,NA
"INDI","SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","COMPUTER SCIENCE AND ENGINEERING IOT",58546,53834,59247,71214,141857,151221,114732,153682,NA,156923,75968,NA,NA,NA,72516,71885,NA,NA
"SPHN","SPHOORTHY ENGINEERING COLLEGE AUTONOMOUS NADERGUL","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",58583,53688,59532,66919,147513,146099,150256,158265,117676,98946,79259,77772,NA,NA,87792,82052,99640,112980
"BSKR","BHASKAR ENGINEERING COLLEGE YENKAPALLY","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",58964,68059,86740,92439,149572,155345,152949,NA,151072,74666,105355,106367,NA,NA,84318,NA,103699,145806
"PALV","PALLAVI ENGINEERING COLLEGE AUTONOMOUS KUNTLOOR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",59057,57891,61102,70811,160671,132361,142601,155671,105390,125811,87702,93830,NA,NA,74655,78379,76726,NA
"SVES","SRI VENKATESWARA ENGINEERING COLLEGE SURYAPETA","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",59196,64711,NA,136134,162427,128681,163186,NA,NA,118619,113533,141707,NA,NA,106188,121550,119296,NA
"CASR","COLLEGE OF AGRICULTURAL ENGG SANGAREDDY","AGRICULTURAL ENGINEERING",59362,NA,77603,NA,148235,123170,153632,113958,113323,106097,98853,105306,80998,NA,80626,111226,NA,104561
"SMSK","SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND INFORMATION TECHNOLOGY",59524,76578,81533,86805,151528,156112,152553,NA,146522,133090,101618,103259,83538,NA,94257,96765,NA,NA
"SPHN","SPHOORTHY ENGINEERING COLLEGE AUTONOMOUS NADERGUL","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",59592,64308,61440,71411,150479,149327,156228,160780,113090,125412,88068,81763,74675,NA,77034,83691,110342,114897
"SMSK","SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING",59616,55575,67117,80277,146476,142887,147771,153047,117696,119016,88155,89778,67948,82056,79196,76966,132237,105039
"AVNI","AVN INST OF ENGG TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE",59630,58264,63509,68673,132545,154237,142751,163891,69586,120254,79420,66356,78304,NA,80731,85923,119417,NA
"ESUT","EARTH SCIENCES UNIV OF TELANGANA FORMERLY K U COLLEGE OF ENGG KOTHAGUDEM KOTHAGUDEM","MINING ENGINEERING",60005,57005,100425,NA,140869,150544,76483,75171,NA,87954,89200,NA,NA,NA,63427,NA,NA,96824
"BIET","BHARAT INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","COMPUTER SCIENCE AND ENGINEERING",60180,54199,72762,90811,147684,146842,146587,154111,130113,116377,87883,91908,84973,84959,82992,81985,122373,137055
"MLRS","MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT AUTONOMOUS DUNDIGAL","MECHANICAL ENGINEERING",60367,91449,80477,NA,133208,NA,NA,NA,134959,NA,99100,NA,NA,NA,84506,131468,NA,NA
"PALV","PALLAVI ENGINEERING COLLEGE AUTONOMOUS KUNTLOOR","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",60371,64137,77263,84194,145748,151470,153533,153464,125555,119569,95096,102164,NA,NA,92849,94679,90064,131591
"GURU","GURU NANAK INSTITUTIONS TECHNICAL CAMPUS AUTONOMOUS IBRAHIMPATAN","CIVIL ENGINEERING",60604,67742,83601,108433,156593,72091,99546,147151,80972,140528,87444,115342,NA,NA,86613,101623,136021,NA
"KUWL","KU COLLEGE OF ENGINEERING AND TECHNOLOGY WARANGAL","CIVIL ENGINEERING",60829,59039,113089,NA,111887,101458,103255,129915,106744,95436,100492,117119,NA,NA,77022,78248,140247,NA
"KTKM","KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE AUTONOMOUS HUZURABAD","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",60957,50088,103741,88086,157588,155145,155819,147705,107654,87062,100744,98913,108918,NA,102641,100154,115449,NA
"BSKR","BHASKAR ENGINEERING COLLEGE YENKAPALLY","ELECTRONICS AND COMMUNICATION ENGINEERING",60966,75942,103580,112679,147486,129263,136472,159875,146216,96794,106015,NA,NA,NA,79182,94120,151526,NA
"ANRK","ANURAG ENGINEERING COLLEGE AUTONOMOUS KODAD","INFORMATION TECHNOLOGY",61026,60653,83937,119437,147950,146381,154670,156110,100035,155483,123901,112004,NA,NA,92065,94817,157383,NA
"INDU","SRI INDU COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS IBRAHIMPATAN","ELECTRICAL AND ELECTRONICS ENGINEERING",61184,NA,60203,82601,NA,146000,122148,158654,145843,NA,87022,111223,NA,NA,83730,NA,NA,NA
"GLOB","GLOBAL INST OF ENGINEERING AND TECHNOLOGY AUTONOMOUS CHILKUR","COMPUTER SCIENCE AND ENGINEERING DATA SCIENCE",61260,67105,57574,80602,160121,142449,150179,149306,131830,150268,104030,98301,NA,NA,83637,80135,81871,NA
"VGNT","VIGNAN INSTITUTE OF TECHNOLOGY AND SCI AUTONOMOUS DESHMUKHI","ELECTRICAL AND ELECTRONICS ENGINEERING",61502,81864,67338,112470,147026,143821,102399,148377,144861,NA,105187,100265,90764,NA,97860,96708,75588,NA
"NRCM","NARSIMHAREDDY ENGINEERING COLLEGE AUTONOMOUS MAISAMMAGUDA","INFORMATION TECHNOLOGY",61557,70607,NA,64646,145838,132619,147869,160417,110494,117402,83564,76892,NA,NA,73740,NA,116116,NA
"BSKR","BHASKAR ENGINEERING COLLEGE YENKAPALLY","COMPUTER SCIENCE AND ENGINEERING",61763,65987,76672,73341,151257,154215,146753,156802,136856,138768,87331,82807,NA,NA,80527,88561,117223,NA
"JBIT","J B INSTITUTE OF ENGG AND TECHNOLOGY AUTONOMOUS YENKAPALLY","MECHANICAL ENGINEERING",61947,82443,104046,NA,145288,NA,145307,NA,139892,NA,104638,152148,NA,NA,87884,NA,131590,NA
"AVNI","AVN INST OF ENGG TECHNOLOGY AUTONOMOUS IBRAHIMPATNAM","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",62043,57822,62939,72436,158266,119436,144560,171153,110071,98082,82372,84895,102775,NA,81407,76632,101371,131877
"SMSK","SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY AUTONOMOUS GHATKESAR","COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING",62073,NA,74667,83672,155403,146238,149429,160005,123373,132933,89659,93536,86019,NA,91172,80853,132428,109457
"DRKI","D R K INSTITUTE OF SCI AND TECHNOLOGY BOWRAMPET","COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY",62164,60580,70126,74002,152378,144450,150950,159697,130990,83750,105589,100315,NA,NA,77763,71271,NA,108304
"GLOB","GLOBAL INST OF ENGINEERING AND TECHNOLOGY AUTONOMOUS CHILKUR","COMPUTER SCIENCE AND ENGINEERING",62171,65254,86271,88401,147526,148205,148218,143901,141086,153029,99003,96696,71510,NA,91544,81898,105980,133182
"TKEM","TEEGALA KRISHNA REDDY ENGINEERING COLLEGE AUTONOMOUS MIRPET","INFORMATION TECHNOLOGY",62241,60005,61515,65918,148843,154928,148502,154046,114702,115686,85965,84921,NA,NA,80388,77514,113668,134904
"HOLY","HOLY MARY INSTITUTE OF TECH SCIENCE AUTONOMOUS KEESARA","COMPUTER SCIENCE AND ENGINEERING",62313,61432,79363,93307,147668,146839,149354,160298,122774,118060,89813,99356,107929,78160,80698,88727,120148,158223
