College Code,College Name,Branch Name,Phase,OC Boys,OC Girls,BC-A Boys,BC-A Girls,BC-B Boys,BC-B Girls,BC-C Boys,BC-C Girls,BC-D Boys,BC-D Girls,BC-E Boys,BC-E Girls,SC Boys,SC Girls,ST Boys,ST Girls,EWS Boys,EWS Girls
"KTKM","KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",97051,97051,161646,161646,119760,119760,97051,97051,111009,111009,143313,143313,176936,176936,179555,180299,142241,142241
"KTKM","KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",99052,115151,99052,115151,164168,164168,136845,136845,144421,156632,99052,115151,149760,176837,99052,115151,99052,115151
"KTKM","KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE (AUTONOMOUS)","INFORMATION TECHNOLOGY","Phase 1",84063,84063,139296,141691,120656,125466,84063,84063,114189,123648,129528,129528,163614,179772,178986,178986,124520,124520
"KTKM","KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",154623,154623,154623,154623,154623,154623,154623,154623,154623,157428,154623,154623,178363,178363,154623,154623,154623,154623
"KUCE","K U COLLEGE OF ENGG  KOTHAGUDEM","COMPUTER SCIENCE AND ENGINEERING","Phase 1",29349,31194,71791,71791,45019,45019,29349,31194,36287,36287,97594,97594,54030,54030,57114,57114,49758,57070
"KUCE","K U COLLEGE OF ENGG  KOTHAGUDEM","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",71236,71236,163790,163790,135992,135992,71236,71236,99374,99374,145158,145158,146199,166197,146322,149325,80051,110347
"KUCE","K U COLLEGE OF ENGG  KOTHAGUDEM","MINING ENGINEERING","Phase 1",55287,64286,145161,145161,111948,111948,55287,64286,55287,113663,157722,157722,167316,167316,111122,111122,136843,136843
"KUCESF","K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE","COMPUTER SCIENCE AND ENGINEERING","Phase 1",55648,55648,90206,164730,72071,72071,55648,88848,73214,73214,55648,55648,110372,111734,102168,102168,104563,104563
"KUCESF","K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",99022,99022,154125,154125,127493,157848,99022,99022,152622,152622,99022,144080,174885,174885,179914,179914,99022,99022
"KUCESF","K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",171211,171211,171211,171211,177662,177662,171211,171211,171211,171211,171211,171211,171211,171211,171211,171211,171211,171211
"KUCESF","K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE","INFORMATION TECHNOLOGY","Phase 1",110185,110185,110185,110185,163181,163181,110185,110185,161724,161724,157852,157852,178086,178086,179869,179869,110185,163439
"KUCESF","K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE","MINING ENGINEERING","Phase 1",121186,124079,163637,163637,163465,163465,121186,124079,121186,124079,121186,124079,177606,177606,177070,177070,121186,124079
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",,60216,,163498,,101838,,63024,,88707,,141855,,168562,,171727,,86654
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS","COMPUTER SCIENCE AND ENGINEERING","Phase 1",,39261,,87740,,56595,,53163,,50551,,111725,,93065,,110248,,61732
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",,55934,,136656,,85156,,55934,,92592,,164853,,169765,,170997,,94095
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",,69995,,133427,,123221,,99527,,98499,,131274,,174716,,175235,,132810
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",,91506,,156438,,131113,,91506,,145959,,91506,,180165,,178719,,91506
"KUEWSF","UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS","INFORMATION TECHNOLOGY","Phase 1",,75855,,141149,,134495,,75855,,107101,,144226,,177977,,180020,,131437
"KUWL","KU COLLEGE OF ENGINEERING  AND TECHNOLOGY","CIVIL ENGINEERING","Phase 1",59855,59855,133478,133478,83089,107794,59855,59855,79552,108208,156289,156289,151298,151298,106298,146582,144661,159107
"KUWL","KU COLLEGE OF ENGINEERING  AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",22052,22052,49257,49257,31009,31009,144780,144780,29843,30411,58083,67172,45571,45571,52906,60178,32817,32817
"KUWL","KU COLLEGE OF ENGINEERING  AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","Phase 1",16561,18483,23631,35745,20848,22300,16561,18483,24880,24880,43388,43388,32819,32819,33058,33058,23691,23691
"KUWL","KU COLLEGE OF ENGINEERING  AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",28478,28478,65046,65046,41500,47238,28478,159788,37929,37929,83164,83164,60092,60092,55996,55996,50690,50690
"KUWL","KU COLLEGE OF ENGINEERING  AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",40164,40164,121686,121686,86552,86552,77180,77180,74652,74652,134332,146638,100813,100813,82929,86175,121163,146434
"KUWL","KU COLLEGE OF ENGINEERING  AND TECHNOLOGY","INFORMATION TECHNOLOGY","Phase 1",36255,36255,63678,69455,49825,50580,36255,36255,46477,46477,64090,139216,88167,88167,88240,88240,54859,54859
"KUWL","KU COLLEGE OF ENGINEERING  AND TECHNOLOGY","MECHANICAL ENGINEERING","Phase 1",62993,62993,130456,139245,106654,147861,105083,105083,123554,150433,145317,145317,151532,171267,109814,171757,127405,150121
"MDRK","MADHIRA INSTITUTE OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",86416,86416,133408,133408,146415,146415,86416,86416,118728,118728,157624,157624,169345,169345,156292,156292,86416,101616
"MDRK","MADHIRA INSTITUTE OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","Phase 1",78490,78490,128858,128858,102828,102828,78490,78490,99082,99082,134893,149238,143929,143929,108718,108718,149110,149110
"MDRK","MADHIRA INSTITUTE OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",93351,93351,127708,127708,136927,136927,93351,164414,120650,120650,107471,107471,167049,167049,165625,165625,151319,151319
"MDRK","MADHIRA INSTITUTE OF TECHNOLOGY AND SCI","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",90403,90403,150257,150257,119296,119296,90403,90403,97665,100752,121688,142910,159620,159620,146145,146145,144844,144844
"MDRK","MADHIRA INSTITUTE OF TECHNOLOGY AND SCI","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",107868,107868,148226,156479,162384,162384,107868,107868,134812,134812,139435,139435,170605,170605,166335,166335,107868,107868
"MECS","MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",68934,85590,157458,163607,108058,130491,68934,85590,107262,107262,102570,102570,153129,170248,143589,175769,88372,152083
"MECS","MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)","COMPUTER ENGINEERING","Phase 1",26577,26577,82802,82802,31676,46033,107489,107489,42668,42668,56951,75164,112694,112694,130527,178404,29583,29583
"MECS","MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",17661,17661,25199,25199,25301,26383,17661,17661,26278,26278,41065,41065,60579,61897,71639,102864,19100,19100
"MECS","MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",16655,16655,44051,44051,23003,23003,45024,70070,24845,24845,37656,37656,59980,59980,63417,92507,18307,18307
"MECS","MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",26568,26568,75503,78116,39226,42343,72794,72794,36241,45951,44742,74552,91144,91603,116510,126581,30093,30093
"MECS","MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",48265,48265,93197,160361,93292,93292,48265,48265,91208,91208,105363,138561,143234,143234,145906,160067,77722,77722
"MECS","MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)","INFORMATION TECHNOLOGY","Phase 1",21964,21964,57293,57293,31157,31911,68245,68245,31667,34909,48873,70038,84074,87627,107818,152438,23380,23380
"MECS","MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",78523,106588,156341,156341,125333,155548,109101,109101,106182,139554,93587,117587,163615,176359,171840,171840,122141,162992
"METH","METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",76469,76469,88232,88232,114543,125622,76469,120934,104547,104547,103806,117123,173176,179956,173181,176102,136462,152072
"METH","METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",39124,40237,70959,83543,57424,61283,39124,40237,51620,63574,44346,54908,90955,106989,103133,141163,49528,53540
"METH","METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",47160,47160,91017,96854,72875,73036,80927,80927,60554,73074,60790,67043,137917,137917,147539,177614,59694,61085
"METH","METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",66205,66205,142267,147657,88266,88266,66205,100554,84185,89279,92517,117407,165814,167697,165889,171844,77281,77281
"METH","METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",83552,83552,164203,164203,126283,126283,124294,124294,121725,126839,115010,134674,169494,173836,170289,171338,118093,126090
"METH","METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",97730,97730,158688,158688,154893,159806,128853,128853,125039,137302,142846,142846,176683,177961,121532,148721,140154,140154
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN","ARTIFICIAL INTELLIGENCE AND DATA SCIENCE","Phase 1",,67691,,163130,,106314,,67691,,93756,,109981,,168646,,177596,,94939
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING","Phase 1",,72486,,147470,,94710,,90272,,89630,,158001,,170899,,176868,,86812
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN","CIVIL ENGINEERING","Phase 1",,133750,,146331,,158412,,133750,,141382,,163288,,168629,,133750,,164488
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN","COMPUTER SCIENCE AND ENGINEERING","Phase 1",,52575,,135931,,84436,,133519,,69447,,139770,,136915,,170325,,76751
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",,68945,,146429,,106009,,68945,,102065,,162487,,172464,,166867,,91092
"MGHA","MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",,113795,,116162,,141827,,131858,,115939,,151688,,176997,,179590,,154109
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",40641,40641,77343,147915,70270,70270,128821,128821,60633,60633,68205,73545,96587,120437,78530,157506,67370,84473
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND BUSINESS SYSTEM","Phase 1",8758,9692,29288,29288,15574,15574,8758,9692,15128,15128,19909,19909,36404,49469,50357,59848,8977,11861
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",7293,8284,20989,20989,11094,12190,27380,27380,10755,13886,14356,19913,31184,35954,38695,47271,7981,9175
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",5910,7199,18050,19723,10141,10981,5910,29905,9123,9563,15320,15320,24177,27386,32811,37940,6945,8543
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",6481,6481,19004,20846,10642,11166,6818,6818,9460,10421,13009,13009,28275,28275,33664,35168,7292,8801
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",11239,13377,28751,28751,19371,20527,61690,107837,16590,20308,35390,49471,55699,58469,52867,79295,13539,14350
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",23757,26129,69496,81878,32500,43294,23757,26129,33357,41442,58225,74458,69186,77995,63281,65243,30648,30648
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","INFORMATION TECHNOLOGY","Phase 1",7960,8918,26786,26786,12251,12251,7960,84999,12574,12574,18684,18684,38675,54191,43382,47331,9373,10887
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","MECHANICAL (MECHTRONICS) ENGINEERING","Phase 1",44584,56195,76785,160326,60396,114880,44584,56195,65791,82037,61066,61066,145193,166722,146831,161922,71397,107531
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",32797,51825,91894,103731,61407,63043,32797,51825,57460,70368,56735,61863,108700,165629,119555,132019,46398,97993
"MGIT","MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","METALLURGY AND MATERIAL ENGINEERING","Phase 1",59605,59605,126606,138673,109798,109798,123627,123627,119991,119991,76673,76673,141587,167070,122078,168272,75418,101486
"MGUNSF","MGU COLLEGE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","Phase 1",74259,74259,102945,128540,114970,114970,96374,96374,93790,100897,150518,150518,151967,151967,167566,167566,143789,143789
"MGUNSF","MGU COLLEGE OF ENGINEERING AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",88597,88597,156287,156287,148904,148904,112102,112102,106924,106924,154319,154319,171909,173000,177885,179825,162287,162287
"MGUNSF","MGU COLLEGE OF ENGINEERING AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",124070,124070,124070,125773,124070,124070,124070,124070,136722,151906,124070,124070,179986,179986,180126,180126,124070,124070
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY","AERONAUTICAL ENGINEERING","Phase 1",50399,61697,64930,136932,97380,97380,50399,61697,82582,82582,87216,94776,110854,110854,98607,98607,77953,109274
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY","CIVIL ENGINEERING","Phase 1",100044,100044,111572,152268,153148,153148,100044,144035,100044,106235,156683,156683,169834,169834,169821,173612,141489,147868
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","Phase 1",33101,33101,72277,72277,42894,42894,98817,98817,52371,52371,68517,68517,96747,100765,103872,103872,49172,49172
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",34901,34901,91749,107145,49658,56406,34901,34901,52611,55735,34901,103766,115067,115067,117404,117404,44874,44874
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",57187,65039,123143,123143,88123,88123,85288,85288,83377,83377,102953,117503,155534,168755,157604,180017,73131,77671
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",71708,71708,116744,116744,112122,112122,71708,71708,99033,99033,71708,112398,166762,171116,167838,168397,84112,84112
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY","INFORMATION TECHNOLOGY","Phase 1",48388,48388,112542,121496,62713,62713,48388,48388,76042,84868,103048,103048,148730,165394,119915,172141,62664,62664
"MHVR","MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY","MECHANICAL ENGINEERING","Phase 1",121879,121879,156767,158635,125480,130498,121879,121879,121879,136217,138059,160526,172453,176610,173813,173813,148144,148144
"MINA","MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",,121331,,159755,,179460,,179689,,123578,,180329,,173468,,179733,,121331
"MINA","MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN","COMPUTER SCIENCE AND ENGINEERING","Phase 1",,118427,,171285,,172167,,173033,,158699,,148371,,171850,,171184,,148454
"MINA","MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",,115803,,175593,,154628,,115803,,139008,,177526,,174684,,175778,,115803
"MINA","MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",,102495,,166683,,163175,,102495,,167173,,102495,,172687,,166266,,102495
"MINA","MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",,139022,,176826,,139022,,139022,,139022,,139022,,139022,,179931,,139022
"MLID","M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","AERONAUTICAL ENGINEERING","Phase 1",46400,46400,122067,122067,71926,71926,46400,46400,57603,57603,76511,116636,117740,117740,114812,168967,65333,65429
"MLID","M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",24307,24307,57713,67632,37160,37416,143862,143862,32897,33200,58482,72087,89641,89641,112564,150491,25436,25436
"MLID","M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",20360,20360,50408,51792,31101,31101,66657,154328,28645,28645,49879,54868,77536,77536,98284,117797,22640,22640
"MLID","M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",21911,23419,57382,57382,33519,34296,124923,124923,30473,30473,63481,63614,84296,84296,103244,134155,23945,23945
"MLID","M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",30352,31533,71614,81448,44901,44901,40442,40442,39476,47014,75949,90012,109342,110677,116956,165049,36655,36655
"MLID","M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",46378,46378,46378,138113,76828,78211,46378,46378,70724,70724,101194,101194,128384,158788,131868,131868,55864,74671
"MLID","M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",55246,55246,141189,141189,72185,161389,55246,55246,84362,153987,79209,79209,111381,165518,170531,170531,86761,86761
"MLRD","MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)","AERONAUTICAL ENGINEERING","Phase 1",57821,57821,133435,133435,88965,88965,57821,133552,77383,87043,118765,139725,145218,145218,161584,161584,91162,116185
"MLRD","MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY)","Phase 1",33408,33408,77045,77045,45556,46032,33408,33408,46075,46075,33408,92422,74478,90680,89612,89612,39720,39720
"MLRD","MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",36397,36397,79173,89954,50197,54229,97295,97295,48274,48841,84469,103352,114398,114398,119690,165192,40555,41315
"MLRD","MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",28650,28650,61979,63570,39930,40566,107265,107265,38537,41681,68467,78900,82498,83630,98485,121578,32458,33016
"MLRD","MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",33593,34398,82713,84538,45762,46017,152486,152486,44577,46305,75273,86525,102136,102136,136572,161882,36354,37788
"MLRD","MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",40940,40940,98868,98868,53759,64508,49155,49155,56342,58334,104743,104743,123185,131225,120513,139352,47165,47607
"MLRD","MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",27959,57054,124148,151762,89186,91531,78664,78664,73006,89794,96807,96807,138143,138143,118274,169774,85667,85667
"MLRD","MALLA REDDY COLLEGE OF ENGG  TECHNOLOGY (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",58260,88961,140418,140418,81123,151259,58260,88961,98930,98930,114923,114923,149806,174369,165317,166183,108247,122264
"MLRS","MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",66841,66841,163886,163886,122249,132375,66841,66841,78274,117863,134388,134388,167875,172852,66841,143042,89497,111800
"MLRS","MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",36813,36813,87926,89463,50294,54841,89210,89210,49660,50602,88352,106023,121943,121943,148618,167336,39381,40093
"MLRS","MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",29371,29371,67590,67590,39419,39419,158295,158295,40102,40102,72329,72329,87356,91793,126991,135982,34465,34465
"MLRS","MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",33206,33206,83961,83961,47707,47707,65172,65172,47020,47020,81576,98608,118173,118173,148283,157698,35899,35899
"MLRS","MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",39377,40225,92343,123950,58329,63530,39377,55427,56711,56711,88765,88765,128927,148942,144339,172933,43595,45834
"MLRS","MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",51653,58394,137201,137201,90424,90424,51653,58394,86921,96397,136356,136356,151605,162631,157549,157549,92057,95817
"MLRS","MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",74578,74578,74578,127076,123302,135101,74578,74578,74578,101992,156525,156525,165850,166702,168260,171831,94214,158414
"MNRT","MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE)","Phase 1",77773,77773,144501,163624,126556,134276,77773,77773,105615,114371,114349,114349,171193,175434,179239,179239,107234,107234
"MNRT","MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","Phase 1",57453,61242,132470,132470,103410,103410,90178,90178,90001,90001,131099,131099,160696,160696,169453,169453,110705,110705
"MNRT","MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",60837,69318,160023,160023,115880,115880,60837,69318,102628,107938,162131,162131,170056,172678,179644,179644,113347,116044
"MNRT","MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",72595,72595,147037,147037,134569,141940,113268,113268,108561,116777,151120,151120,171462,176496,173916,174697,123503,123503
"MNRT","MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY","MECHANICAL ENGINEERING","Phase 1",141313,141313,158343,158343,179337,179337,141313,141313,141313,141313,141313,141313,141313,141313,141313,141313,141313,141313
"MOTK","MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY  (AUTONOMOUS)","CIVIL ENGINEERING","Phase 1",128806,128806,143216,143216,128806,128806,128806,128806,128806,128806,128806,128806,128806,176117,128806,128806,128806,128806
"MOTK","MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY  (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING","Phase 1",109472,109472,177283,177283,163966,163966,152126,152126,151706,151706,157244,157244,173097,177777,180352,180352,139227,154683
"MOTK","MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY  (AUTONOMOUS)","COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)","Phase 1",104961,104961,145681,158724,143940,143940,104961,104961,136769,136769,156905,156905,174736,174736,176288,176288,104961,104961
"MOTK","MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY  (AUTONOMOUS)","ELECTRONICS AND COMMUNICATION ENGINEERING","Phase 1",91030,91030,148731,148731,139412,139412,91030,144376,116642,160362,113064,144329,143196,147239,158632,159932,159533,159533
"MOTK","MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY  (AUTONOMOUS)","ELECTRICAL AND ELECTRONICS ENGINEERING","Phase 1",119333,119333,179684,179684,119333,129045,119333,119333,180073,180073,135058,135058,178510,178510,159598,159598,119333,119333
"MOTK","MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY  (AUTONOMOUS)","MECHANICAL ENGINEERING","Phase 1",173800,173800,173800,173800,173800,173800,173800,173800,173800,173800,173800,173800,173800,173800,173800,173800,173800,173800
